Nx Ny Nh g path_to_PH
20 22 0.0315142 0.0351686
20 23 0.000418609 0.00510231
20 24 0.0311911 0.0279432
20 25 0.0491339 0.0488708
20 26 0.095452 0.096488
20 27 0.0495149 0.0541285
20 28 0.0197796 0.0241699
20 29 -0.0176357 -0.0172956
20 30 0.0186059 0.0173775
20 31 0.00810964 0.00827846
20 32 0.0445571 0.0482565
20 33 0.00891405 0.0096528
20 34 -0.00904596 -0.00847101
20 35 -0.0330975 -0.0366892
20 36 -0.0101383 -0.0121386
20 37 -0.00779038 -0.00745571
20 38 0.0070346 0.00683177
20 39 -0.00780148 -0.0106077
20 40 -0.0233 -0.0265353
20 41 -0.027292 -0.0280234
20 42 -0.023604 -0.0254096
20 43 -0.00134779 0.00160096
20 44 -0.00271478 -0.00434229
20 45 -0.00188092 -0.00449128
20 46 -0.0141291 -0.0147921
20 47 -0.00398801 0.000818748
20 48 -0.0134065 -0.00951467
20 49 0.00715793 0.00973247
20 50 0.0024984 0.00103919
20 51 0.00653172 0.00300214
20 52 0.00556046 0.00616835
20 53 0.0141366 0.0190741
20 54 0.00609216 0.0127026
20 55 0.00161917 0.00370877
20 56 0.00171382 -0.000552804
20 57 0.00122276 -0.0035108
20 58 0.0142492 0.0124622
20 59 0.0158605 0.0192559
20 60 0.0142764 0.0194913
20 61 -0.0111616 -0.00972824
20 62 -0.0102177 -0.0132277
20 63 -0.0113572 -0.0158693
20 64 0.00523928 0.0032052
20 65 0.00414599 0.00658475
20 66 0.00552851 0.0100593
20 67 -0.0120011 -0.0118407
20 68 -0.0173644 -0.0206744
20 69 -0.0122602 -0.0158286
20 70 -0.00524665 -0.00691071
20 71 -0.00176965 -0.000426181
20 72 -0.00474099 -0.0017391
21 1 -0.0343075 -0.0163614
21 2 -0.00545665 -0.00313444
21 3 0.0124827 0.00078031
21 4 -0.00701796 -0.0160251
21 5 -0.0341665 -0.0321777
21 6 -0.0410078 -0.0284102
21 7 -0.0193997 0.00492656
21 8 0.00941981 0.0121297
21 9 0.0554426 0.0324512
21 10 0.00894685 -0.0074115
21 11 -0.0178527 -0.0160222
21 12 -0.0516659 -0.0292033
21 13 0.0178524 0.0377699
21 14 0.0527348 0.051637
21 15 0.109962 0.0780174
21 16 0.0578027 0.0294606
21 17 0.0173342 0.0158094
21 18 -0.0286156 -0.00355261
21 19 0.0364896 0.0514321
21 20 0.087939 0.086146
21 21 0.136527 0.115584
21 22 0.0936771 0.0643953
21 23 0.0319377 0.0298673
21 24 0.00206847 0.0198884
21 25 0.0210276 0.0305574
21 26 0.0840405 0.0886231
21 27 0.0900615 0.0858824
21 28 0.0837254 0.0686989
21 29 0.0148335 0.0127734
21 30 0.00446492 0.0155136
21 31 -0.00740023 -0.0104503
21 32 0.0434154 0.0472286
21 33 0.0357485 0.0382068
21 34 0.0393634 0.0363288
21 35 -0.011337 -0.0150569
21 36 -0.0155306 -0.0154649
21 37 -0.0189378 -0.0298354
21 38 0.00699269 0.00516814
21 39 0.00658502 0.011888
21 40 0.00468808 0.00755061
21 41 -0.0189978 -0.0199543
21 42 -0.0285375 -0.0372875
21 43 -0.00927986 -0.0205829
21 44 -0.00409197 -0.0076597
21 45 0.00145729 0.0108941
21 46 -0.00371185 0.00687416
21 47 -0.00728776 -0.00224359
21 48 -0.0211861 -0.030037
21 49 0.00471529 -0.00726962
21 50 0.000905249 -0.00173455
21 51 0.00394119 0.0145235
21 52 0.00254251 0.017358
21 53 0.00608383 0.0127057
21 54 -0.00185162 -0.0083469
21 55 0.00726555 -0.00732093
21 56 0.00364618 0.000123372
21 57 -0.000861565 0.00965773
21 58 0.00570441 0.0212128
21 59 0.00870984 0.0143119
21 60 0.0105803 0.001915
21 61 -0.000894946 -0.0137918
21 62 -0.0031772 -0.00792503
21 63 -0.00974952 -0.0023536
21 64 -0.00129859 0.012588
21 65 0.00127978 0.00488692
21 66 0.00788796 -0.00155464
21 67 -0.00401939 -0.0126246
21 68 -0.00907477 -0.0137959
21 69 -0.00988118 -0.00622386
21 70 -0.00740513 0.0014996
21 71 -0.00231845 -0.000547729
21 72 0.00010947 -0.00722598
22 1 -0.0472529 -0.0187798
22 2 -0.025464 -0.0176806
22 3 0.00841462 -0.00536466
22 4 0.0154379 0.00103426
22 5 0.00855328 0.00621048
22 6 -0.0252308 -0.00859311
22 7 -0.0399526 -0.00191812
22 8 -0.0234681 -0.0123533
22 9 0.0502416 0.0217348
22 10 0.0500677 0.0199427
22 11 0.0473201 0.0369553
22 12 -0.0241122 0.00150242
22 13 -0.00972087 0.023448
22 14 0.0082974 0.0163596
22 15 0.0979774 0.0582958
22 16 0.115384 0.06322
22 17 0.0923968 0.0744658
22 18 0.00742926 0.0322313
22 19 0.00286821 0.027069
22 20 0.0315142 0.0351686
22 21 0.0936771 0.0643953
22 22 0.151475 0.100037
22 23 0.0899792 0.0786592
22 24 0.0321678 0.0500208
22 25 -0.0148815 -6.71139e-05
22 26 0.0200082 0.023844
22 27 0.0496495 0.0374256
22 28 0.104187 0.0766281
22 29 0.0504104 0.0482415
22 30 0.0223882 0.0377897
22 31 -0.0328629 -0.0330964
22 32 -0.00957253 -0.00845698
22 33 0.00638382 0.00533564
22 34 0.0443611 0.0376694
22 35 0.00803863 0.0081878
22 36 -0.00734584 -0.000926487
22 37 -0.030012 -0.0389682
22 38 -0.024673 -0.0263175
22 39 -0.00845174 -0.000851605
22 40 0.00559357 0.00972697
22 41 -0.00845013 -0.00728298
22 42 -0.0239916 -0.0285685
22 43 -0.00682615 -0.0186347
22 44 -0.014287 -0.0145552
22 45 -0.0002534 0.0142072
22 46 -0.00209927 0.011054
22 47 -0.00134207 0.00171092
22 48 -0.0157063 -0.0253192
22 49 0.0145781 -0.00148012
22 50 0.00580505 0.00614977
22 51 0.00847617 0.0236017
22 52 0.00463435 0.0210808
22 53 0.00716183 0.00975003
22 54 0.00473429 -0.00724129
22 55 0.016794 -0.00272341
22 56 0.0142946 0.0124862
22 57 0.00254345 0.0186652
22 58 0.00364342 0.0213451
22 59 0.00168986 0.00377985
22 60 0.0142209 -0.0019766
22 61 0.00260965 -0.0126309
22 62 0.00534236 0.00328499
22 63 -0.0107823 0.0030739
22 64 -0.0100505 0.00773902
22 65 -0.0112028 -0.00958728
22 66 0.00471884 -0.0108485
22 67 -0.0035447 -0.01291
22 68 -0.00552251 -0.00685135
22 69 -0.0119827 -0.00360243
22 70 -0.0177171 -0.00519576
22 71 -0.0125188 -0.0118204
22 72 -0.00657189 -0.0175116
23 1 -0.0332632 -0.0268489
23 2 -0.0391962 -0.0365014
23 3 -0.0332181 -0.0320263
23 4 -0.00580123 -0.00728144
23 5 0.0127709 0.0117987
23 6 -0.0052887 -0.00306145
23 7 -0.0183144 -0.00915597
23 8 -0.0478092 -0.0414186
23 9 -0.0178089 -0.0160115
23 10 0.00895215 0.00565369
23 11 0.0505697 0.0462887
23 12 0.00910931 0.0120503
23 13 0.017386 0.0227459
23 14 -0.0262254 -0.0183345
23 15 0.0172141 0.0155613
23 16 0.0541302 0.0440305
23 17 0.100187 0.0929034
23 18 0.0524754 0.0512898
23 19 0.0334262 0.0369142
23 20 0.000418609 0.00510231
23 21 0.0319377 0.0298673
23 22 0.0899792 0.0786592
23 23 0.131623 0.132174
23 24 0.0881062 0.0857737
23 25 0.0166731 0.0187092
23 26 0.000166856 0.00108046
23 27 0.0146474 0.0129038
23 28 0.0836606 0.0824552
23 29 0.0892291 0.0969464
23 30 0.0837505 0.088947
23 31 -0.00990285 -0.0137606
23 32 -0.0188828 -0.0235272
23 33 -0.011195 -0.0152582
23 34 0.0413702 0.0439052
23 35 0.0371326 0.0408688
23 36 0.0426815 0.0474398
23 37 -0.0188931 -0.0235769
23 38 -0.0291999 -0.0352464
23 39 -0.0189176 -0.0203419
23 40 0.00611456 0.00587461
23 41 0.00689183 0.00565503
23 42 0.00687209 0.00508228
23 43 -0.00806436 -0.00840842
23 44 -0.0195689 -0.0194775
23 45 -0.00742096 -0.00241988
23 46 -0.00403146 -0.00304736
23 47 0.000551875 -0.00113629
23 48 -0.0041366 -0.00779187
23 49 0.00579587 0.00616645
23 50 -0.000483039 0.00475812
23 51 0.00624157 0.0126815
23 52 0.00143311 0.00451223
23 53 0.0024975 0.00103517
23 54 0.000915827 -0.00171029
23 55 0.00840399 0.00725179
23 56 0.0112385 0.0162095
23 57 0.00889772 0.0143091
23 58 0.00436326 0.00699692
23 59 -0.00230498 -0.00502035
23 60 0.00368394 0.000121952
23 61 0.00053216 -0.00121376
23 62 0.00895716 0.0123974
23 63 0.00127348 0.00487911
23 64 -0.002658 -0.00126855
23 65 -0.0107882 -0.0149109
23 66 -0.00330312 -0.00796342
23 67 -0.00285271 -0.00447122
23 68 0.00151427 0.00326543
23 69 -0.00227545 -0.000532823
23 70 -0.00852005 -0.00885608
23 71 -0.0106614 -0.0143319
23 72 -0.00909383 -0.013846
24 1 0.00842078 -0.00537291
24 2 -0.0251304 -0.0220499
24 3 -0.0460683 -0.0242313
24 4 -0.0247834 -0.00854119
24 5 0.00862736 0.011834
24 6 0.0154274 0.0054489
24 7 0.0501501 0.0216978
24 8 -0.022886 -0.0190335
24 9 -0.0383346 -0.00916656
24 10 -0.0238433 0.00156324
24 11 0.0458068 0.0443223
24 12 0.0483925 0.0266434
24 13 0.0979707 0.0581847
24 14 0.00874963 0.00862682
24 15 -0.00916825 0.0159199
24 16 0.00745976 0.0322183
24 17 0.0896775 0.0822181
24 18 0.110542 0.0713402
24 19 0.09359 0.0645696
24 20 0.0311911 0.0279432
24 21 0.00206847 0.0198884
24 22 0.0321678 0.0500208
24 23 0.0881062 0.0857737
24 24 0.146991 0.108883
24 25 0.0492225 0.0376192
24 26 0.0187693 0.017169
24 27 -0.0157858 -0.00569476
24 28 0.0223226 0.0379096
24 29 0.0503766 0.0537052
24 30 0.101319 0.0831037
24 31 0.00641081 0.00536562
24 32 -0.0104826 -0.0121164
24 33 -0.0329547 -0.0342685
24 34 -0.00717049 -0.000919413
24 35 0.00886795 0.00958399
24 36 0.0444198 0.041111
24 37 -0.00823539 -0.000903546
24 38 -0.0245486 -0.0252766
24 39 -0.0291447 -0.0353882
24 40 -0.0235664 -0.0286553
24 41 -0.00824129 -0.0105045
24 42 0.00607418 0.00876673
24 43 -0.000253812 0.0141865
24 44 -0.0135445 -0.00936947
24 45 -0.00592005 -0.0122716
24 46 -0.0156854 -0.0254262
24 47 -0.00187727 -0.00443969
24 48 -0.00228105 0.00601535
24 49 0.0084725 0.0236166
24 50 0.00623656 0.0126984
24 51 0.0144221 0.00524486
24 52 0.00462979 -0.00726354
24 53 0.00652652 0.0029818
24 54 0.0039499 0.014529
24 55 0.00250636 0.0186661
24 56 0.0143052 0.0195368
24 57 0.0164961 0.00447161
24 58 0.0142043 -0.00200837
24 59 0.00125699 -0.00350017
24 60 0.00301139 0.0141845
24 61 -0.0107792 0.00305631
24 62 0.00561576 0.0101542
24 63 0.00313906 -0.00633625
24 64 0.00470872 -0.0108896
24 65 -0.0113905 -0.0157982
24 66 -0.0101172 0.000881396
24 67 -0.0118147 -0.00358596
24 68 -0.004905 -0.00166477
24 69 -0.00293745 -0.00881878
24 70 -0.00645553 -0.0175382
24 71 -0.0126072 -0.0158251
24 72 -0.0176102 -0.0102503
25 1 0.00957426 -0.0021387
25 2 -0.00147218 -0.00393051
25 3 -0.0234095 -0.0152464
25 4 -0.0273232 -0.0203925
25 5 -0.0241604 -0.0236155
25 6 -0.00283889 -0.0107615
25 7 0.0295721 0.0127326
25 8 0.00366989 0.000977687
25 9 -0.0236045 -0.00885797
25 10 -0.041349 -0.0262876
25 11 -0.0233908 -0.0196964
25 12 0.00229263 -0.00928437
25 13 0.0588035 0.0402272
25 14 0.0226556 0.020535
25 15 -0.00571959 0.00914594
25 16 -0.0383042 -0.0174459
25 17 -0.00664352 -0.00235943
25 18 0.0228312 0.00903913
25 19 0.0904626 0.0805196
25 20 0.0491339 0.0488708
25 21 0.0210276 0.0305574
25 22 -0.0148815 -6.71139e-05
25 23 0.0166731 0.0187092
25 24 0.0492225 0.0376192
25 25 0.114182 0.11958
25 26 0.0772499 0.0825865
25 27 0.0351601 0.0386243
25 28 0.00650919 0.0114866
25 29 0.0291328 0.0283872
25 30 0.0745938 0.0715187
25 31 0.0787794 0.0925148
25 32 0.0750697 0.0828956
25 33 0.0246911 0.0189027
25 34 0.0104101 0.00410258
25 35 0.0206805 0.0157747
25 36 0.0712549 0.0769627
25 37 0.0399565 0.0527426
25 38 0.0436982 0.0477494
25 39 0.0030383 -0.0107027
25 40 -0.0021401 -0.0178278
25 41 0.00156736 -0.00594785
25 42 0.0412267 0.0491729
25 43 0.0108593 0.0227669
25 44 0.0135717 0.0139869
25 45 -0.0132292 -0.0273343
25 46 -0.0172479 -0.0360991
25 47 -0.0129073 -0.0179044
25 48 0.0132713 0.021742
25 49 -0.00208856 0.0110516
25 50 -0.00402097 -0.00304105
25 51 -0.0156688 -0.0254104
25 52 -0.0219943 -0.0352128
25 53 -0.0141156 -0.0147855
25 54 -0.0036857 0.00688621
25 55 0.00115944 0.0139782
25 56 -0.00542175 -0.00312414
25 57 -0.00677322 -0.0164443
25 58 -0.0153504 -0.0254236
25 59 -0.0049108 -0.00484166
25 60 -0.00445748 0.00801607
25 61 0.00900711 0.0173654
25 62 0.00278031 0.00364771
25 63 0.00497575 -0.00457269
25 64 -0.000994127 -0.0116216
25 65 0.00618176 0.00515919
25 66 0.00459679 0.0146332
25 67 0.0085327 0.0131783
25 68 0.00837429 0.00779683
25 69 0.00671536 0.000344615
25 70 0.00748162 -0.00108648
25 71 0.00759686 0.0066091
25 72 0.00995941 0.0159972
26 1 -0.00519494 -0.00775563
26 2 0.00455276 0.00366068
26 3 -0.00451379 -0.00272795
26 4 -0.026494 -0.0248769
26 5 -0.0442625 -0.043671
26 6 -0.026768 -0.0287416
26 7 0.0183126 0.014294
26 8 0.0206029 0.0195619
26 9 0.0181953 0.0207438
26 10 -0.0316406 -0.0261102
26 11 -0.0416525 -0.037538
26 12 -0.0313931 -0.0318743
26 13 0.0564528 0.0495004
26 14 0.057523 0.0555086
26 15 0.0552599 0.0561565
26 16 -0.00985914 -0.00294292
26 17 -0.0185419 -0.014288
26 18 -0.0097557 -0.00969696
26 19 0.0840684 0.0819459
26 20 0.095452 0.096488
26 21 0.0840405 0.0886231
26 22 0.0200082 0.023844
26 23 0.000166856 0.00108046
26 24 0.0187693 0.017169
26 25 0.0772499 0.0825865
26 26 0.124626 0.135077
26 27 0.0788361 0.0878378
26 28 0.0304135 0.0329353
26 29 -0.00250707 -0.00670215
26 30 0.0277629 0.026249
26 31 0.0390911 0.0427358
26 32 0.0833759 0.0945265
26 33 0.0406033 0.0440912
26 34 0.0152209 0.0132922
26 35 -0.0152243 -0.0239053
26 36 0.0128298 0.00937064
26 37 0.0103606 0.0104164
26 38 0.0371259 0.0405568
26 39 0.0108316 0.00763588
26 40 -0.00532342 -0.0120079
26 41 -0.0215831 -0.0282961
26 42 -0.00637246 -0.0112875
26 43 -0.00111306 0.000181286
26 44 0.0102738 0.00869848
26 45 -0.00136769 -0.00525396
26 46 -0.0129184 -0.017907
26 47 -0.0154799 -0.0147978
26 48 -0.0127401 -0.0132335
26 49 -0.00135139 0.00168447
26 50 0.000550658 -0.00113795
26 51 -0.00187088 -0.00441849
26 52 -0.00788415 -0.0081799
26 53 -0.00398978 0.000817713
26 54 -0.0072811 -0.00225011
26 55 8.95578e-05 0.00230076
26 56 -0.00124167 -0.00295235
26 57 -0.000735645 -0.00440239
26 58 7.19993e-05 0.000480756
26 59 0.00477835 0.00935616
26 60 0.000838309 0.00705585
26 61 -0.000426153 -0.000542187
26 62 -0.00276664 -0.00622334
26 63 -0.00133584 -0.00633916
26 64 0.0038753 0.00275059
26 65 0.00648264 0.00913026
26 66 0.00467943 0.00913187
26 67 -0.000919338 -0.0018849
26 68 -0.00341906 -0.00771892
26 69 -0.00155387 -0.00562089
26 70 0.00302827 0.00113391
26 71 0.0042718 0.00551553
26 72 0.00373876 0.00588736
27 1 -0.023433 -0.0151923
27 2 -0.000849311 -0.000599963
27 3 0.0101294 0.00203363
27 4 -0.00288289 -0.0107481
27 5 -0.0245476 -0.0276235
27 6 -0.0274661 -0.0235127
27 7 -0.023863 -0.00882199
27 8 0.00424321 0.00593823
27 9 0.0292246 0.0179326
27 10 0.00219867 -0.00930199
27 11 -0.0235326 -0.0249104
27 12 -0.0407802 -0.0308668
27 13 -0.00585961 0.00911696
27 14 0.0227094 0.0260392
27 15 0.0574658 0.0454651
27 16 0.0229707 0.00896501
27 17 -0.00722733 -0.00796421
27 18 -0.0375642 -0.0228088
27 19 0.0211207 0.0304976
27 20 0.0495149 0.0541285
27 21 0.0900615 0.0858824
27 22 0.0496495 0.0374256
27 23 0.0146474 0.0129038
27 24 -0.0157858 -0.00569476
27 25 0.0351601 0.0386243
27 26 0.0788361 0.0878378
27 27 0.115636 0.12421
27 28 0.0748901 0.0714121
27 29 0.0262056 0.0234304
27 30 0.00355826 0.00554825
27 31 0.0243573 0.0187543
27 32 0.0766771 0.0857452
27 33 0.0797364 0.0930793
27 34 0.0710471 0.0769846
27 35 0.0183878 0.0141161
27 36 0.0074219 0.000454483
27 37 0.00284315 -0.0108251
27 38 0.0445048 0.0469152
27 39 0.0401097 0.0499322
27 40 0.040848 0.0490671
27 41 0.000640583 -0.00375075
27 42 -0.00366785 -0.0173998
27 43 -0.0132174 -0.0272671
27 44 0.0137153 0.010199
27 45 0.0106633 0.0181557
27 46 0.0132487 0.021733
27 47 -0.0127535 -0.0132371
27 48 -0.0173504 -0.0321052
27 49 -0.0157275 -0.0253456
27 50 -0.00414788 -0.00780227
27 51 -0.0022915 0.00601869
27 52 -0.00368203 0.00695231
27 53 -0.0134255 -0.00952564
27 54 -0.0211926 -0.0300447
27 55 -0.00675053 -0.0164564
27 56 -0.00595774 -0.00853738
27 57 0.000381009 0.00832717
27 58 -0.00453172 0.00804617
27 59 -0.00396551 0.000839729
27 60 -0.0141199 -0.0197419
27 61 0.00506104 -0.00461311
27 62 0.00185913 -0.00175932
27 63 0.00778128 0.0123598
27 64 0.00458483 0.0146236
27 65 0.00688262 0.00990321
27 66 -0.000128648 -0.00628267
27 67 0.00665492 0.000264229
27 68 0.00746917 0.00370025
27 69 0.00766877 0.00993618
27 70 0.00985199 0.015932
27 71 0.00798789 0.00960872
27 72 0.00791572 0.00273316
28 1 -0.0469324 -0.0298106
28 2 -0.0273642 -0.0252201
28 3 -0.00679664 -0.0181773
28 4 0.00251367 -0.00862242
28 5 -0.00539674 -0.0078332
28 6 -0.0267999 -0.0172675
28 7 -0.0463083 -0.0190019
28 8 -0.0316697 -0.0263017
28 9 0.0185404 0.00119114
28 10 0.0203082 0.00138635
28 11 0.0183021 0.0144614
28 12 -0.0321739 -0.0144422
28 13 -0.0189887 0.00635156
28 14 -0.00975764 -0.00290117
28 15 0.0582424 0.0364745
28 16 0.0647657 0.0358806
28 17 0.055795 0.0501783
28 18 -0.00996563 0.0109966
28 19 0.00656316 0.0225288
28 20 0.0197796 0.0241699
28 21 0.0837254 0.0686989
28 22 0.104187 0.0766281
28 23 0.0836606 0.0824552
28 24 0.0223226 0.0379096
28 25 0.00650919 0.0114866
28 26 0.0304135 0.0329353
28 27 0.0748901 0.0714121
28 28 0.124658 0.113585
28 29 0.0781269 0.0822366
28 30 0.0358417 0.046694
28 31 -0.009753 -0.0187586
28 32 0.0156762 0.0133689
28 33 0.0372197 0.0399503
28 34 0.0810218 0.0845925
28 35 0.0403084 0.0427606
28 36 0.0205583 0.0214304
28 37 -0.0212548 -0.0377327
28 38 -0.00497375 -0.0115066
28 39 0.00983265 0.0163859
28 40 0.0354758 0.0437004
28 41 0.0108016 0.0106984
28 42 -0.00281713 -0.0129665
28 43 -0.017952 -0.0326158
28 44 -0.0128799 -0.0176994
28 45 -0.000588033 0.011356
28 46 0.0108406 0.0227618
28 47 -0.00111349 0.000194205
28 48 -0.0132021 -0.0272489
28 49 -0.00682555 -0.0186266
28 50 -0.00805489 -0.00840663
28 51 -0.000251781 0.0141828
28 52 0.00188777 0.0167554
28 53 -0.00135366 0.0016059
28 54 -0.00926425 -0.0205573
28 55 0.00208382 -0.0114767
28 56 -0.000153691 0.000415293
28 57 0.00191489 0.0161888
28 58 0.00088977 0.0170538
28 59 0.000154825 0.00233054
28 60 -0.00175635 -0.0131306
28 61 0.00430058 -0.00841749
28 62 0.00376085 0.00284144
28 63 0.00163982 0.0115639
28 64 0.000189592 0.0135761
28 65 -0.000278138 -0.000425499
28 66 0.00205326 -0.0103584
28 67 0.002691 -0.00572981
28 68 0.00317269 0.00131352
28 69 0.000615258 0.00601117
28 70 -0.000682723 0.0071983
28 71 -0.000710412 -0.00171165
28 72 0.00168378 -0.00851607
29 1 -0.0242178 -0.0234413
29 2 -0.0277544 -0.0299343
29 3 -0.0245843 -0.0275041
29 4 -0.00159406 -0.00387952
29 5 0.011284 0.0106347
29 6 -0.000926027 -0.000562397
29 7 -0.0241544 -0.0195721
29 8 -0.0396009 -0.0402902
29 9 -0.0240456 -0.0248264
29 10 0.00338716 0.000923871
29 11 0.0285108 0.0286359
29 12 0.00405905 0.00590429
29 13 -0.00706019 -0.00244539
29 14 -0.0360354 -0.033856
29 15 -0.00750838 -0.00802433
29 16 0.023078 0.0202971
29 17 0.0547078 0.0562476
29 18 0.0229931 0.0258744
29 19 0.016957 0.0185223
29 20 -0.0176357 -0.0172956
29 21 0.0148335 0.0127734
29 22 0.0504104 0.0482415
29 23 0.0892291 0.0969464
29 24 0.0503766 0.0537052
29 25 0.0291328 0.0283872
29 26 -0.00250707 -0.00670215
29 27 0.0262056 0.0234304
29 28 0.0781269 0.0822366
29 29 0.118585 0.133771
29 30 0.0794292 0.0876063
29 31 0.0196532 0.0153169
29 32 0.00129301 -0.00706917
29 33 0.0177003 0.013808
29 34 0.0743405 0.0828927
29 35 0.081702 0.0943124
29 36 0.0761615 0.0857244
29 37 0.000958392 -0.00632923
29 38 -0.00678609 -0.0165363
29 39 0.000225246 -0.0040241
29 40 0.0425248 0.0474134
29 41 0.0404513 0.0442214
29 42 0.0437099 0.046688
29 43 -0.0128843 -0.0176938
29 44 -0.0175673 -0.0239498
29 45 -0.0127428 -0.0131212
29 46 0.0135611 0.0139764
29 47 0.0102759 0.00870026
29 48 0.013727 0.0102134
29 49 -0.0142923 -0.0145367
29 50 -0.0195703 -0.0194767
29 51 -0.0135432 -0.0093866
29 52 -0.00394544 -0.00283476
29 53 -0.00271349 -0.00434432
29 54 -0.00407755 -0.0076322
29 55 -0.00479448 -0.00474641
29 56 -0.0115807 -0.00803878
29 57 -0.00386747 0.0008875
29 58 -0.0056299 -0.00307624
29 59 -0.00123439 -0.0033338
29 60 -0.00609659 -0.00847105
29 61 0.00650606 0.00519173
29 62 0.00170406 0.00481179
29 63 0.00712803 0.00992025
29 64 0.00272926 0.00354411
29 65 0.00527011 0.00204778
29 66 0.00181091 -0.00179713
29 67 0.00745995 0.00647405
29 68 0.00884758 0.0106934
29 69 0.00791565 0.00951734
29 70 0.00804635 0.00755556
29 71 0.00591318 0.00326806
29 72 0.00724184 0.00356941
30 1 -0.00674163 -0.018163
30 2 -0.0273607 -0.0289806
30 3 -0.0460672 -0.0343571
30 4 -0.0265235 -0.0171675
30 5 -0.00466218 -0.00279645
30 6 0.00317128 -0.00461416
30 7 0.0185318 0.0011225
30 8 -0.0314237 -0.0320142
30 9 -0.0447937 -0.0250773
30 10 -0.0321763 -0.0143958
30 11 0.0181756 0.0208371
30 12 0.0203911 0.00731661
30 13 0.0584442 0.0362371
30 14 -0.00970242 -0.00968361
30 15 -0.0188542 -0.000410602
30 16 -0.0100109 0.0109667
30 17 0.0548048 0.0565934
30 18 0.0623811 0.0422825
30 19 0.0838393 0.0685121
30 20 0.0186059 0.0173775
30 21 0.00446492 0.0155136
30 22 0.0223882 0.0377897
30 23 0.0837505 0.088947
30 24 0.101319 0.0831037
30 25 0.0745938 0.0715187
30 26 0.0277629 0.026249
30 27 0.00355826 0.00554825
30 28 0.0358417 0.046694
30 29 0.0794292 0.0876063
30 30 0.124644 0.120596
30 31 0.0368106 0.0399324
30 32 0.0131444 0.0094327
30 33 -0.0115543 -0.0204365
30 34 0.0204187 0.02142
30 35 0.0414323 0.0441168
30 36 0.0817933 0.0878278
30 37 0.00969718 0.0163031
30 38 -0.00613611 -0.0109458
30 39 -0.0213881 -0.0346545
30 40 -0.00293675 -0.0131296
30 41 0.0111367 0.00782225
30 42 0.0360299 0.0426667
30 43 -0.000588602 0.0113568
30 44 -0.0127447 -0.0131157
30 45 -0.0171786 -0.0268073
30 46 -0.0132414 -0.0273462
30 47 -0.00136546 -0.00526339
30 48 0.0106822 0.0181633
30 49 -0.000258693 0.0142143
30 50 -0.00743006 -0.00242071
30 51 -0.00592411 -0.0122843
30 52 -0.00924014 -0.0205232
30 53 -0.00187716 -0.00450012
30 54 0.00147578 0.0109101
30 55 0.0018765 0.0161903
30 56 0.000674878 0.00702283
30 57 0.00296725 -0.00466305
30 58 -0.00168834 -0.0131339
30 59 -0.000702072 -0.00441697
30 60 0.000199553 0.0105162
30 61 0.00157924 0.0115482
30 62 0.00461794 0.00923656
30 63 0.00503958 -0.00266554
30 64 0.0021176 -0.0103871
30 65 -0.00123898 -0.00628035
30 66 -0.000787488 0.00710587
30 67 0.000543408 0.00597541
30 68 0.00385686 0.00604941
30 69 0.00323322 -0.00203988
30 70 0.00166715 -0.00856713
30 71 -0.00141028 -0.00551087
30 72 -0.00158414 0.00233389
31 1 0.0195943 0.0173812
31 2 0.0118985 0.0117333
31 3 0.000676329 0.00164369
31 4 -0.00230974 -0.00163062
31 5 -0.000162364 -0.000598957
31 6 0.0114773 0.0100431
31 7 0.0166354 0.0134063
31 8 0.0109659 0.01053
31 9 -0.0136927 -0.0112045
31 10 -0.0138645 -0.0119445
31 11 -0.0137662 -0.0137689
31 12 0.010735 0.00816562
31 13 0.0142638 0.0124572
31 14 0.00246122 0.00232254
31 15 -0.0230997 -0.0208882
31 16 -0.0335983 -0.029478
31 17 -0.0229354 -0.0234607
31 18 0.00173343 -0.000371118
31 19 0.0350796 0.036938
31 20 0.00810964 0.00827846
31 21 -0.00740023 -0.0104503
31 22 -0.0328629 -0.0330964
31 23 -0.00990285 -0.0137606
31 24 0.00641081 0.00536562
31 25 0.0787794 0.0925148
31 26 0.0390911 0.0427358
31 27 0.0243573 0.0187543
31 28 -0.009753 -0.0187586
31 29 0.0196532 0.0153169
31 30 0.0368106 0.0399324
31 31 0.111245 0.136108
31 32 0.0755533 0.0869031
31 33 0.0426446 0.0380842
31 34 0.0175268 0.00545543
31 35 0.0386324 0.0363054
31 36 0.0725359 0.0856263
31 37 0.0802182 0.10025
